HsCode6,HsCode4,HsCode2,HsChapterName,HsHeadingName,CommodityName,CommodityGroup,IsDangerousGoods,ImdgClass,UnNumber,IsTemperatureControlled,RequiredTempC,IsHighValue,AvgDensityKgPerCbm,TypicalStuffFactorTeu,CommodityKey
300413,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Class 2",Chemical,0,#NA,#NA,1,5.0,1,592.9,30.0,313
300414,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Export Grade",Chemical,0,#NA,#NA,1,5.0,1,465.2,30.0,314
300415,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Domestic Grade",Chemical,0,#NA,#NA,1,5.0,1,511.0,30.0,315
300416,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Carton Pack",Chemical,0,#NA,#NA,1,5.0,1,464.3,30.0,316
300417,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Palletized",Chemical,0,#NA,#NA,1,5.0,1,452.6,30.0,317
300418,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Loose",Chemical,0,#NA,#NA,1,5.0,1,500.2,30.0,318
300419,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Refined",Chemical,0,#NA,#NA,1,5.0,1,440.3,30.0,319
300420,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Processed",Chemical,0,#NA,#NA,1,5.0,1,511.7,30.0,320
310501,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Grade A,Chemical,1,5,UN2067,0,,0,1058.0,20.56,321
310502,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Grade B,Chemical,1,5,UN2067,0,,0,1042.6,20.86,322
310503,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Bulk,Chemical,1,5,UN2067,0,,0,930.3,23.38,323
310504,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Retail Pack,Chemical,1,5,UN2067,0,,0,1014.0,21.45,324
310505,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Industrial Grade,Chemical,1,5,UN2067,0,,0,1087.0,20.01,325
310506,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Premium,Chemical,1,5,UN2067,0,,0,915.3,23.76,326
310507,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Standard,Chemical,1,5,UN2067,0,,0,965.8,22.52,327
310508,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Economy,Chemical,1,5,UN2067,0,,0,1024.5,21.23,328
310509,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Type I,Chemical,1,5,UN2067,0,,0,908.4,23.94,329
310510,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Type II,Chemical,1,5,UN2067,0,,0,980.7,22.18,330
310511,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Type III,Chemical,1,5,UN2067,0,,0,1040.9,20.9,331
310512,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Class 1,Chemical,1,5,UN2067,0,,0,1097.2,19.82,332
310513,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Class 2,Chemical,1,5,UN2067,0,,0,947.2,22.96,333
310514,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Export Grade,Chemical,1,5,UN2067,0,,0,1085.3,20.04,334
310515,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Domestic Grade,Chemical,1,5,UN2067,0,,0,917.4,23.71,335
310516,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Carton Pack,Chemical,1,5,UN2067,0,,0,907.4,23.97,336
310517,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Palletized,Chemical,1,5,UN2067,0,,0,963.0,22.59,337
310518,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Loose,Chemical,1,5,UN2067,0,,0,1021.2,21.3,338
310519,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Refined,Chemical,1,5,UN2067,0,,0,932.8,23.32,339
310520,3105,31,Fertilisers,Mineral or Chemical Fertilisers,Mineral or Chemical Fertilisers - Processed,Chemical,1,5,UN2067,0,,0,1003.0,21.68,340
330301,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Grade A,Consumer Goods,1,3,UN1266,0,,1,746.1,29.15,341
330302,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Grade B,Consumer Goods,1,3,UN1266,0,,1,746.1,29.15,342
330303,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Bulk,Consumer Goods,1,3,UN1266,0,,1,603.8,30.0,343
330304,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Retail Pack,Consumer Goods,1,3,UN1266,0,,1,696.5,30.0,344
330305,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Industrial Grade,Consumer Goods,1,3,UN1266,0,,1,666.4,30.0,345
330306,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Premium,Consumer Goods,1,3,UN1266,0,,1,654.6,30.0,346
330307,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Standard,Consumer Goods,1,3,UN1266,0,,1,609.7,30.0,347
330308,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Economy,Consumer Goods,1,3,UN1266,0,,1,722.4,30.0,348
330309,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Type I,Consumer Goods,1,3,UN1266,0,,1,634.3,30.0,349
330310,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Type II,Consumer Goods,1,3,UN1266,0,,1,635.7,30.0,350
330311,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Type III,Consumer Goods,1,3,UN1266,0,,1,690.7,30.0,351
330312,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Class 1,Consumer Goods,1,3,UN1266,0,,1,617.9,30.0,352
330313,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Class 2,Consumer Goods,1,3,UN1266,0,,1,749.9,29.0,353
330314,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Export Grade,Consumer Goods,1,3,UN1266,0,,1,717.7,30.0,354
330315,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Domestic Grade,Consumer Goods,1,3,UN1266,0,,1,670.7,30.0,355
330316,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Carton Pack,Consumer Goods,1,3,UN1266,0,,1,626.2,30.0,356
330317,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Palletized,Consumer Goods,1,3,UN1266,0,,1,652.9,30.0,357
330318,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Loose,Consumer Goods,1,3,UN1266,0,,1,606.8,30.0,358
330319,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Refined,Consumer Goods,1,3,UN1266,0,,1,704.6,30.0,359
330320,3303,33,Essential Oils and Resinoids; Perfumery,Perfumes and Toilet Waters,Perfumes and Toilet Waters - Processed,Consumer Goods,1,3,UN1266,0,,1,736.4,29.54,360
340101,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Grade A,Consumer Goods,0,#NA,#NA,0,,0,636.0,30.0,361
340102,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Grade B,Consumer Goods,0,#NA,#NA,0,,0,608.0,30.0,362
340103,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Bulk,Consumer Goods,0,#NA,#NA,0,,0,533.1,30.0,363
340104,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Retail Pack,Consumer Goods,0,#NA,#NA,0,,0,605.2,30.0,364
340105,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Industrial Grade,Consumer Goods,0,#NA,#NA,0,,0,613.1,30.0,365
340106,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Premium,Consumer Goods,0,#NA,#NA,0,,0,547.5,30.0,366
340107,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Standard,Consumer Goods,0,#NA,#NA,0,,0,619.4,30.0,367
340108,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Economy,Consumer Goods,0,#NA,#NA,0,,0,583.2,30.0,368
340109,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Type I,Consumer Goods,0,#NA,#NA,0,,0,590.3,30.0,369
340110,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Type II,Consumer Goods,0,#NA,#NA,0,,0,615.3,30.0,370
340111,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Type III,Consumer Goods,0,#NA,#NA,0,,0,508.4,30.0,371
340112,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Class 1,Consumer Goods,0,#NA,#NA,0,,0,577.4,30.0,372
340113,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Class 2,Consumer Goods,0,#NA,#NA,0,,0,643.5,30.0,373
340114,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Export Grade,Consumer Goods,0,#NA,#NA,0,,0,636.6,30.0,374
340115,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Domestic Grade,Consumer Goods,0,#NA,#NA,0,,0,515.9,30.0,375
340116,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Carton Pack,Consumer Goods,0,#NA,#NA,0,,0,586.0,30.0,376
340117,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Palletized,Consumer Goods,0,#NA,#NA,0,,0,613.3,30.0,377
340118,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Loose,Consumer Goods,0,#NA,#NA,0,,0,604.5,30.0,378
340119,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Refined,Consumer Goods,0,#NA,#NA,0,,0,501.7,30.0,379
340120,3401,34,"Soap, Organic Surface-Active Agents",Soap and Organic Surface-Active Products,Soap and Organic Surface-Active Products - Processed,Consumer Goods,0,#NA,#NA,0,,0,550.7,30.0,380
360401,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Grade A",Industrial,1,1,UN0335,0,,0,615.7,30.0,381
360402,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Grade B",Industrial,1,1,UN0335,0,,0,637.1,30.0,382
360403,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Bulk",Industrial,1,1,UN0335,0,,0,881.6,24.67,383
360404,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Retail Pack",Industrial,1,1,UN0335,0,,0,736.4,29.53,384
360405,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Industrial Grade",Industrial,1,1,UN0335,0,,0,802.8,27.09,385
360406,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Premium",Industrial,1,1,UN0335,0,,0,681.2,30.0,386
360407,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Standard",Industrial,1,1,UN0335,0,,0,774.4,28.09,387
360408,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Economy",Industrial,1,1,UN0335,0,,0,892.1,24.38,388
360409,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Type I",Industrial,1,1,UN0335,0,,0,788.2,27.59,389
360410,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Type II",Industrial,1,1,UN0335,0,,0,789.5,27.55,390
360411,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Type III",Industrial,1,1,UN0335,0,,0,843.2,25.79,391
360412,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Class 1",Industrial,1,1,UN0335,0,,0,804.9,27.02,392
360413,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Class 2",Industrial,1,1,UN0335,0,,0,683.6,30.0,393
360414,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Export Grade",Industrial,1,1,UN0335,0,,0,791.9,27.46,394
360415,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Domestic Grade",Industrial,1,1,UN0335,0,,0,617.2,30.0,395
360416,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Carton Pack",Industrial,1,1,UN0335,0,,0,853.5,25.48,396
360417,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Palletized",Industrial,1,1,UN0335,0,,0,731.9,29.72,397
360418,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Loose",Industrial,1,1,UN0335,0,,0,810.9,26.82,398
360419,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Refined",Industrial,1,1,UN0335,0,,0,690.0,30.0,399
360420,3604,36,Explosives; Pyrotechnic Products,"Fireworks, Signalling Flares","Fireworks, Signalling Flares - Processed",Industrial,1,1,UN0335,0,,0,876.2,24.82,400
380801,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Grade A",Chemical,1,6,UN2902,0,,0,873.4,24.9,401
380802,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Grade B",Chemical,1,6,UN2902,0,,0,901.1,24.14,402
380803,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Bulk",Chemical,1,6,UN2902,0,,0,903.8,24.06,403
380804,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Retail Pack",Chemical,1,6,UN2902,0,,0,800.2,27.18,404
380805,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Industrial Grade",Chemical,1,6,UN2902,0,,0,812.4,26.77,405
380806,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Premium",Chemical,1,6,UN2902,0,,0,883.6,24.61,406
380807,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Standard",Chemical,1,6,UN2902,0,,0,717.0,30.0,407
380808,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Economy",Chemical,1,6,UN2902,0,,0,863.7,25.18,408
380809,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Type I",Chemical,1,6,UN2902,0,,0,779.2,27.91,409
380810,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Type II",Chemical,1,6,UN2902,0,,0,760.2,28.61,410
380811,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Type III",Chemical,1,6,UN2902,0,,0,790.4,27.52,411
380812,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Class 1",Chemical,1,6,UN2902,0,,0,832.2,26.14,412
380813,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Class 2",Chemical,1,6,UN2902,0,,0,804.3,27.04,413
380814,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Export Grade",Chemical,1,6,UN2902,0,,0,940.6,23.12,414
380815,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Domestic Grade",Chemical,1,6,UN2902,0,,0,879.8,24.72,415
380816,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Carton Pack",Chemical,1,6,UN2902,0,,0,790.3,27.52,416
380817,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Palletized",Chemical,1,6,UN2902,0,,0,825.4,26.35,417
380818,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Loose",Chemical,1,6,UN2902,0,,0,787.5,27.62,418
380819,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Refined",Chemical,1,6,UN2902,0,,0,814.4,26.71,419
380820,3808,38,Miscellaneous Chemical Products,"Insecticides, Pesticides, Disinfectants","Insecticides, Pesticides, Disinfectants - Processed",Chemical,1,6,UN2902,0,,0,789.3,27.55,420
390101,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Grade A",Industrial,0,#NA,#NA,0,,0,444.0,30.0,421
390102,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Grade B",Industrial,0,#NA,#NA,0,,0,442.0,30.0,422
390103,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Bulk",Industrial,0,#NA,#NA,0,,0,467.9,30.0,423
390104,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Retail Pack",Industrial,0,#NA,#NA,0,,0,421.7,30.0,424
390105,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Industrial Grade",Industrial,0,#NA,#NA,0,,0,439.7,30.0,425
390106,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Premium",Industrial,0,#NA,#NA,0,,0,485.9,30.0,426
390107,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Standard",Industrial,0,#NA,#NA,0,,0,528.6,30.0,427
390108,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Economy",Industrial,0,#NA,#NA,0,,0,491.2,30.0,428
390109,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Type I",Industrial,0,#NA,#NA,0,,0,528.0,30.0,429
390110,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Type II",Industrial,0,#NA,#NA,0,,0,525.8,30.0,430
390111,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Type III",Industrial,0,#NA,#NA,0,,0,464.6,30.0,431
390112,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Class 1",Industrial,0,#NA,#NA,0,,0,421.3,30.0,432
390113,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Class 2",Industrial,0,#NA,#NA,0,,0,492.6,30.0,433
390114,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Export Grade",Industrial,0,#NA,#NA,0,,0,524.9,30.0,434
390115,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Domestic Grade",Industrial,0,#NA,#NA,0,,0,536.5,30.0,435
390116,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Carton Pack",Industrial,0,#NA,#NA,0,,0,503.2,30.0,436
390117,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Palletized",Industrial,0,#NA,#NA,0,,0,408.5,30.0,437
390118,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Loose",Industrial,0,#NA,#NA,0,,0,500.5,30.0,438
390119,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Refined",Industrial,0,#NA,#NA,0,,0,464.1,30.0,439
390120,3901,39,Plastics and Articles Thereof,"Polymers of Ethylene, in Primary Forms","Polymers of Ethylene, in Primary Forms - Processed",Industrial,0,#NA,#NA,0,,0,532.8,30.0,440
392601,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Grade A,Industrial,0,#NA,#NA,0,,0,329.2,30.0,441
392602,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Grade B,Industrial,0,#NA,#NA,0,,0,244.6,30.0,442
392603,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Bulk,Industrial,0,#NA,#NA,0,,0,266.3,30.0,443
392604,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Retail Pack,Industrial,0,#NA,#NA,0,,0,283.8,30.0,444
392605,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Industrial Grade,Industrial,0,#NA,#NA,0,,0,244.7,30.0,445
392606,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Premium,Industrial,0,#NA,#NA,0,,0,291.1,30.0,446
392607,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Standard,Industrial,0,#NA,#NA,0,,0,213.1,30.0,447
392608,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Economy,Industrial,0,#NA,#NA,0,,0,208.4,30.0,448
392609,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Type I,Industrial,0,#NA,#NA,0,,0,345.2,30.0,449
392610,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Type II,Industrial,0,#NA,#NA,0,,0,277.9,30.0,450
392611,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Type III,Industrial,0,#NA,#NA,0,,0,207.4,30.0,451
392612,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Class 1,Industrial,0,#NA,#NA,0,,0,230.1,30.0,452
392613,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Class 2,Industrial,0,#NA,#NA,0,,0,337.6,30.0,453
392614,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Export Grade,Industrial,0,#NA,#NA,0,,0,315.2,30.0,454
392615,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Domestic Grade,Industrial,0,#NA,#NA,0,,0,216.8,30.0,455
392616,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Carton Pack,Industrial,0,#NA,#NA,0,,0,337.5,30.0,456
392617,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Palletized,Industrial,0,#NA,#NA,0,,0,273.2,30.0,457
392618,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Loose,Industrial,0,#NA,#NA,0,,0,257.0,30.0,458
392619,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Refined,Industrial,0,#NA,#NA,0,,0,289.8,30.0,459
392620,3926,39,Plastics and Articles Thereof,Other Articles of Plastics,Other Articles of Plastics - Processed,Industrial,0,#NA,#NA,0,,0,250.0,30.0,460
401101,4011,40,Rubber and Articles Thereof,"New Pneumatic Tyres, of Rubber","New Pneumatic Tyres, of Rubber - Grade A",Industrial,0,#NA,#NA,0,,0,217.8,30.0,461
401102,4011,40,Rubber and Articles Thereof,"New Pneumatic Tyres, of Rubber","New Pneumatic Tyres, of Rubber - Grade B",Industrial,0,#NA,#NA,0,,0,224.2,30.0,462
401103,4011,40,Rubber and Articles Thereof,"New Pneumatic Tyres, of Rubber","New Pneumatic Tyres, of Rubber - Bulk",Industrial,0,#NA,#NA,0,,0,235.0,30.0,463
401104,4011,40,Rubber and Articles Thereof,"New Pneumatic Tyres, of Rubber","New Pneumatic Tyres, of Rubber - Retail Pack",Industrial,0,#NA,#NA,0,,0,204.0,30.0,464
401105,4011,40,Rubber and Articles Thereof,"New Pneumatic Tyres, of Rubber","New Pneumatic Tyres, of Rubber - Industrial Grade",Industrial,0,#NA,#NA,0,,0,161.3,30.0,465
401106,4011,40,Rubber and Articles Thereof,"New Pneumatic Tyres, of Rubber","New Pneumatic Tyres, of Rubber - Premium",Industrial,0,#NA,#NA,0,,0,194.4,30.0,466
