SkuCode,SkuDescription,CustomerCode,CommodityKey,ProductCategory,ProductSubCategory,UnitOfMeasure,UnitsPerCarton,CartonsPerPallet,UnitWeightKg,UnitVolumeCbm,UnitCostUsd,UnitPriceUsd,AbcClassStatic,IsHazardous,RequiresColdChain,ShelfLifeDays,StorageType,IsActive,SkuKey
007611,"Hydrogen, Rare Gases and Other Non-Metals - Domestic Grade - Retail Unit",CUS0105,275,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",EA,48,42,2.3054,0.03824,33.99,55.49,C,1,0,,Hazmat,1,7611
007612,Perfumes and Toilet Waters - Bulk - Retail Unit,CUS0990,343,Consumer Goods,Perfumes and Toilet Waters,EA,35,56,9.0741,0.01362,1772.12,2324.59,B,1,0,,Hazmat,1,7612
007613,Footwear with Leather Uppers - Premium - Retail Unit,CUS2692,566,Consumer Goods,Footwear with Leather Uppers,KG,44,22,2.0492,0.01499,26.74,46.47,C,0,0,,Ambient,1,7613
007614,Other Articles of Plastics - Grade A - Retail Unit,CUS1007,441,Industrial,Other Articles of Plastics,CTN,3,44,11.2463,0.03635,39.1,58.48,A,0,0,,Ambient,1,7614
007615,Frozen Fish - Bulk - Retail Unit,CUS0777,23,Perishable,Frozen Fish,KG,18,49,8.5862,0.02523,276.34,623.98,B,0,1,316,Chilled,0,7615
007616,Parts and Accessories of Motor Vehicles - Export Grade - Retail Unit,CUS1685,794,Automotive,Parts and Accessories of Motor Vehicles,EA,1,59,0.8011,0.00443,30.63,58.63,B,0,0,,Ambient,1,7616
007617,Wine of Fresh Grapes - Retail Pack - Retail Unit,CUS1401,184,Consumer Goods,Wine of Fresh Grapes,EA,40,27,19.9344,0.01825,379.38,640.42,C,0,0,,Ambient,1,7617
007618,Other Inorganic Acids - Grade B - Retail Unit,CUS0455,242,Chemical,Other Inorganic Acids,CTN,38,24,31.1002,0.02406,827.04,1048.22,A,1,0,,Hazmat,1,7618
007619,Other Inorganic Acids - Type III - Retail Unit,CUS2443,251,Chemical,Other Inorganic Acids,EA,18,66,59.8681,0.04061,1752.4,2083.76,C,1,0,,Hazmat,1,7619
007620,Soap and Organic Surface-Active Products - Export Grade - Retail Unit,CUS0789,374,Consumer Goods,Soap and Organic Surface-Active Products,PAL,20,58,14.811,0.02106,166.6,276.49,C,0,0,,Ambient,1,7620
007621,"New Pneumatic Tyres, of Rubber - Export Grade - Retail Unit",CUS2211,474,Industrial,"New Pneumatic Tyres, of Rubber",CTN,42,71,1.0818,0.00613,3.23,5.86,B,0,0,,Ambient,0,7621
007622,"Tricycles, Toys, Reduced-Size Models - Domestic Grade - Retail Unit",CUS2296,895,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",LTR,18,38,4.6079,0.03934,176.2,301.81,B,0,0,,Ambient,1,7622
007623,"Milk and Cream, Concentrated or Sweetened - Class 2 - Retail Unit",CUS2853,53,Perishable,"Milk and Cream, Concentrated or Sweetened",KG,3,64,8.2012,0.01572,48.24,96.98,B,0,0,,Ambient,1,7623
007624,Automatic Data Processing Machines - Domestic Grade - Retail Unit,CUS0831,675,Industrial,Automatic Data Processing Machines,EA,9,61,5.9734,0.03559,71.8,165.24,C,0,0,,Ambient,0,7624
007625,"Parts of Balloons, Aircraft or Spacecraft - Domestic Grade - Retail Unit",CUS1231,815,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",CTN,36,64,7.4897,0.04388,287.1,413.1,B,0,0,,Ambient,1,7625
007626,"Tricycles, Toys, Reduced-Size Models - Bulk - Retail Unit",CUS0335,883,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",CTN,14,33,3.6438,0.02947,75.65,129.48,C,0,0,,Bulk,1,7626
007627,Medical Instruments and Appliances - Standard - Retail Unit,CUS0604,847,Industrial,Medical Instruments and Appliances,CTN,37,35,5.9011,0.01837,381.34,614.24,C,0,0,,Bulk,1,7627
007628,Frozen Bovine Meat - Loose - Retail Unit,CUS0037,18,Perishable,Frozen Bovine Meat,PAL,28,45,2.8792,0.00793,16.71,21.43,C,0,1,123,Chilled,0,7628
007629,Other Inorganic Acids - Type II - Retail Unit,CUS0356,250,Chemical,Other Inorganic Acids,EA,43,61,27.9202,0.01946,932.25,1783.12,C,0,0,,Ambient,1,7629
007630,Cane or Beet Sugar - Carton Pack - Retail Unit,CUS2278,156,Consumer Goods,Cane or Beet Sugar,CTN,36,78,33.1887,0.04164,167.87,314.59,C,0,0,,Ambient,1,7630
007631,Soap and Organic Surface-Active Products - Type I - Retail Unit,CUS2400,369,Consumer Goods,Soap and Organic Surface-Active Products,EA,47,75,7.9653,0.01326,91.24,200.54,C,0,0,,Ambient,1,7631
007632,"Medicaments, Mixed or Unmixed - Type II - Retail Unit",CUS0456,310,Chemical,"Medicaments, Mixed or Unmixed",CTN,10,52,11.2219,0.02707,2574.69,4708.16,B,0,1,429,Frozen,1,7632
007633,"Citrus Fruit, Fresh or Dried - Retail Pack - Retail Unit",CUS2461,84,Perishable,"Citrus Fruit, Fresh or Dried",CTN,33,26,0.4194,0.00123,5.41,12.64,B,0,0,,Ambient,1,7633
007634,Frozen Fish - Grade A - Retail Unit,CUS2064,21,Perishable,Frozen Fish,KG,13,25,17.5301,0.03882,322.21,692.03,C,0,1,250,Chilled,1,7634
007635,Other Articles of Plastics - Retail Pack - Retail Unit,CUS2936,444,Industrial,Other Articles of Plastics,CTN,14,29,2.3563,0.00773,80.44,172.23,C,0,0,,Ambient,1,7635
007636,"Bananas, Fresh or Dried - Class 2 - Retail Unit",CUS0526,73,Perishable,"Bananas, Fresh or Dried",EA,39,69,11.1545,0.02943,406.09,478.99,C,0,1,288,Chilled,1,7636
007637,Parts and Accessories of Motor Vehicles - Type II - Retail Unit,CUS2988,790,Automotive,Parts and Accessories of Motor Vehicles,CTN,1,29,3.048,0.01362,11.42,20.29,A,0,0,,Ambient,1,7637
007638,"Tricycles, Toys, Reduced-Size Models - Type I - Retail Unit",CUS0259,889,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",EA,45,40,3.4822,0.03446,75.07,118.46,B,0,0,,Ambient,1,7638
007639,Mineral or Chemical Fertilisers - Economy - Retail Unit,CUS0993,328,Chemical,Mineral or Chemical Fertilisers,CTN,1,40,45.3192,0.04902,1420.18,2264.75,C,1,0,,Hazmat,1,7639
007640,"Milk and Cream, Concentrated or Sweetened - Loose - Retail Unit",CUS2617,58,Perishable,"Milk and Cream, Concentrated or Sweetened",CTN,17,26,7.9353,0.01252,77.93,111.88,B,0,0,,Bulk,1,7640
007641,"Men's Suits, Trousers, Not Knitted - Domestic Grade - Retail Unit",CUS3087,555,Consumer Goods,"Men's Suits, Trousers, Not Knitted",CTN,40,43,5.3658,0.02811,70.64,168.85,C,0,0,,Bulk,1,7641
007642,Wine of Fresh Grapes - Type II - Retail Unit,CUS0320,190,Consumer Goods,Wine of Fresh Grapes,CTN,24,59,24.3365,0.02734,722.32,907.32,C,0,0,,Bulk,1,7642
007643,Other Floating Structures - Processed - Retail Unit,CUS1533,840,Project Cargo,Other Floating Structures,CTN,36,26,18.0133,0.03656,662.03,1505.35,A,0,0,,Ambient,1,7643
007644,Motor Cars and Other Motor Vehicles - Premium - Retail Unit,CUS2693,766,Automotive,Motor Cars and Other Motor Vehicles,CTN,8,44,8.6333,0.0337,1520.87,3560.0,B,0,0,,Bulk,1,7644
007645,Other Inorganic Acids - Class 2 - Retail Unit,CUS1707,253,Chemical,Other Inorganic Acids,CTN,31,78,60.9531,0.04089,1058.79,2581.85,B,1,0,,Hazmat,0,7645
007646,"Taps, Cocks, Valves and Similar Appliances - Class 2 - Retail Unit",CUS3153,693,Industrial,"Taps, Cocks, Valves and Similar Appliances",KG,36,55,7.2886,0.01501,284.66,570.76,C,0,0,,Ambient,1,7646
007647,"Bananas, Fresh or Dried - Carton Pack - Retail Unit",CUS0799,76,Perishable,"Bananas, Fresh or Dried",EA,38,46,8.1715,0.01968,324.56,477.49,C,0,1,444,Chilled,1,7647
007648,Automatic Data Processing Machines - Carton Pack - Retail Unit,CUS1219,676,Industrial,Automatic Data Processing Machines,EA,16,79,1.4961,0.00823,268.25,390.47,C,0,0,,Ambient,1,7648
007649,Medical Instruments and Appliances - Class 2 - Retail Unit,CUS3062,853,Industrial,Medical Instruments and Appliances,KG,42,35,5.8072,0.027,400.42,614.93,C,0,0,,Ambient,1,7649
007650,Palm Oil and Its Fractions - Carton Pack - Retail Unit,CUS1262,136,Chemical,Palm Oil and Its Fractions,PAL,24,20,29.254,0.03358,734.75,1169.71,C,0,0,,Ambient,1,7650
007651,"Tricycles, Toys, Reduced-Size Models - Class 2 - Retail Unit",CUS1432,893,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",EA,34,42,1.5116,0.01134,58.45,117.68,C,0,0,,Bulk,1,7651
007652,Frozen Bovine Meat - Palletized - Retail Unit,CUS2129,17,Perishable,Frozen Bovine Meat,CTN,19,57,13.5005,0.03846,212.55,273.33,C,0,1,,Frozen,1,7652
007653,Footwear with Leather Uppers - Refined - Retail Unit,CUS2936,579,Consumer Goods,Footwear with Leather Uppers,EA,40,45,3.1478,0.0202,89.79,115.72,C,0,0,,Ambient,1,7653
007654,Electric Accumulators (Batteries) - Class 1 - Retail Unit,CUS0189,752,Industrial,Electric Accumulators (Batteries),PAL,41,32,3.1907,0.0084,285.49,484.18,C,0,0,,Ambient,1,7654
007655,Soap and Organic Surface-Active Products - Export Grade - Retail Unit,CUS1829,374,Consumer Goods,Soap and Organic Surface-Active Products,KG,15,57,22.3817,0.03429,222.24,432.57,C,0,0,,Ambient,1,7655
007656,Soap and Organic Surface-Active Products - Class 2 - Retail Unit,CUS2816,373,Consumer Goods,Soap and Organic Surface-Active Products,CTN,25,79,12.0978,0.01865,102.84,218.74,C,0,0,,Ambient,1,7656
007657,Wine of Fresh Grapes - Processed - Retail Unit,CUS2250,200,Consumer Goods,Wine of Fresh Grapes,EA,10,41,12.8636,0.01503,114.77,184.17,C,0,0,,Bulk,1,7657
007658,"Insecticides, Pesticides, Disinfectants - Grade A - Retail Unit",CUS1373,401,Chemical,"Insecticides, Pesticides, Disinfectants",CTN,29,49,24.0869,0.02694,276.97,452.69,B,1,0,,Hazmat,1,7658
007659,Automatic Data Processing Machines - Type III - Retail Unit,CUS2462,671,Industrial,Automatic Data Processing Machines,CTN,48,44,9.4825,0.03864,220.76,322.7,A,0,0,,Ambient,1,7659
007660,Parts and Accessories of Motor Vehicles - Processed - Retail Unit,CUS1789,800,Automotive,Parts and Accessories of Motor Vehicles,PAL,7,33,10.8974,0.04425,379.63,700.81,C,0,0,,Ambient,1,7660
007661,"Milk and Cream, Concentrated or Sweetened - Premium - Retail Unit",CUS2780,46,Perishable,"Milk and Cream, Concentrated or Sweetened",EA,18,29,12.2725,0.02502,249.78,349.3,A,0,0,,Ambient,1,7661
007662,Structures and Parts of Iron/Steel - Bulk - Retail Unit,CUS0734,603,Industrial,Structures and Parts of Iron/Steel,EA,48,32,9.6268,0.00893,346.66,401.85,A,0,0,,Ambient,1,7662
007663,Parts and Accessories of Motor Vehicles - Retail Pack - Retail Unit,CUS2945,784,Automotive,Parts and Accessories of Motor Vehicles,EA,47,72,14.3382,0.04822,260.4,612.02,A,0,0,,Ambient,1,7663
007664,Frozen Fish - Standard - Retail Unit,CUS0374,27,Perishable,Frozen Fish,LTR,27,58,14.5303,0.03396,153.67,380.1,C,0,1,531,Frozen,1,7664
007665,"Medicaments, Mixed or Unmixed - Processed - Retail Unit",CUS2049,320,Chemical,"Medicaments, Mixed or Unmixed",EA,9,45,23.4103,0.04539,2920.1,4218.36,B,0,1,343,Frozen,1,7665
007666,Beer Made from Malt - Grade A - Retail Unit,CUS2550,201,Consumer Goods,Beer Made from Malt,EA,15,40,34.9917,0.03281,439.87,999.25,C,0,0,,Ambient,1,7666
007667,Soap and Organic Surface-Active Products - Class 1 - Retail Unit,CUS1580,372,Consumer Goods,Soap and Organic Surface-Active Products,PAL,2,38,6.8249,0.01116,62.68,149.6,A,0,0,,Ambient,1,7667
007668,Footwear with Leather Uppers - Palletized - Retail Unit,CUS0913,577,Consumer Goods,Footwear with Leather Uppers,CTN,29,32,4.3386,0.03086,21.75,47.1,C,0,0,,Ambient,1,7668
007669,Other Articles of Plastics - Bulk - Retail Unit,CUS1455,443,Industrial,Other Articles of Plastics,EA,33,66,10.5855,0.04555,370.68,840.01,A,0,0,,Ambient,1,7669
007670,"Parts of Balloons, Aircraft or Spacecraft - Class 2 - Retail Unit",CUS2273,813,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",EA,37,37,6.9277,0.03302,535.64,1061.7,B,0,0,,Ambient,1,7670
007671,Wine of Fresh Grapes - Export Grade - Retail Unit,CUS2092,194,Consumer Goods,Wine of Fresh Grapes,PAL,42,78,16.1845,0.01689,599.68,933.01,C,0,0,,Ambient,1,7671
007672,Perfumes and Toilet Waters - Industrial Grade - Retail Unit,CUS2302,345,Consumer Goods,Perfumes and Toilet Waters,CTN,36,32,14.6388,0.02325,877.37,1602.23,B,1,0,,Hazmat,1,7672
007673,"Ethers, Alcohols, Peroxides - Refined - Retail Unit",CUS0658,299,Chemical,"Ethers, Alcohols, Peroxides",EA,24,47,5.7166,0.0057,117.99,168.48,A,1,0,,Hazmat,1,7673
007674,Automatic Data Processing Machines - Class 2 - Retail Unit,CUS1413,673,Industrial,Automatic Data Processing Machines,KG,3,68,9.4572,0.03896,2221.37,3695.88,C,0,0,,Ambient,1,7674
007675,Palm Oil and Its Fractions - Class 1 - Retail Unit,CUS0881,132,Chemical,Palm Oil and Its Fractions,EA,39,75,5.4032,0.00674,26.42,36.52,B,0,0,,Ambient,1,7675
007676,Palm Oil and Its Fractions - Type II - Retail Unit,CUS0990,130,Chemical,Palm Oil and Its Fractions,EA,7,36,20.3932,0.02195,117.05,235.22,C,0,0,,Ambient,1,7676
007677,"T-Shirts, Singlets, Knitted - Industrial Grade - Retail Unit",CUS1191,525,Consumer Goods,"T-Shirts, Singlets, Knitted",PAL,26,59,3.1531,0.02749,18.17,45.29,C,0,0,,Ambient,1,7677
007678,Frozen Fish - Class 2 - Retail Unit,CUS1742,33,Perishable,Frozen Fish,CTN,11,20,11.9674,0.03424,49.92,103.26,B,0,1,407,Chilled,1,7678
007679,Motor Cars and Other Motor Vehicles - Processed - Retail Unit,CUS2041,780,Automotive,Motor Cars and Other Motor Vehicles,KG,44,32,7.8874,0.02383,1240.0,3001.8,C,0,0,,Ambient,1,7679
007680,"Insecticides, Pesticides, Disinfectants - Domestic Grade - Retail Unit",CUS2255,415,Chemical,"Insecticides, Pesticides, Disinfectants",EA,8,69,20.5581,0.02217,397.39,766.82,C,1,0,,Hazmat,1,7680
007681,Perfumes and Toilet Waters - Class 2 - Retail Unit,CUS2675,353,Consumer Goods,Perfumes and Toilet Waters,CTN,15,68,5.7013,0.00785,740.59,942.46,C,1,0,,Hazmat,1,7681
007682,Footwear with Leather Uppers - Economy - Retail Unit,CUS1038,568,Consumer Goods,Footwear with Leather Uppers,EA,26,80,6.484,0.03717,112.7,261.62,B,0,0,,Ambient,1,7682
007683,Wine of Fresh Grapes - Carton Pack - Retail Unit,CUS0806,196,Consumer Goods,Wine of Fresh Grapes,CTN,35,27,48.7217,0.04864,827.8,1217.77,C,0,0,,Ambient,1,7683
007684,"New Pneumatic Tyres, of Rubber - Class 2 - Retail Unit",CUS2533,473,Industrial,"New Pneumatic Tyres, of Rubber",PAL,39,25,9.6947,0.04802,363.4,440.74,C,0,0,,Ambient,1,7684
007685,Uncoated Paper and Paperboard - Economy - Retail Unit,CUS2598,508,Industrial,Uncoated Paper and Paperboard,KG,28,31,12.5586,0.03492,430.54,680.39,C,0,0,,Ambient,1,7685
007686,Other Articles of Plastics - Type II - Retail Unit,CUS1970,450,Industrial,Other Articles of Plastics,KG,21,76,9.692,0.03174,42.49,77.87,C,0,0,,Ambient,1,7686
007687,Uncoated Paper and Paperboard - Bulk - Retail Unit,CUS2754,503,Industrial,Uncoated Paper and Paperboard,CTN,38,52,2.2038,0.00686,31.94,42.7,C,0,0,,Ambient,1,7687
007688,"Ethers, Alcohols, Peroxides - Loose - Retail Unit",CUS2624,298,Chemical,"Ethers, Alcohols, Peroxides",CTN,35,58,30.3517,0.03313,316.28,673.56,B,1,0,,Hazmat,1,7688
007689,Soap and Organic Surface-Active Products - Bulk - Retail Unit,CUS0329,363,Consumer Goods,Soap and Organic Surface-Active Products,CTN,27,36,0.9982,0.00184,27.7,32.08,C,0,0,,Ambient,1,7689
007690,"Telephone Sets, Smartphones - Retail Pack - Retail Unit",CUS0099,704,Consumer Goods,"Telephone Sets, Smartphones",EA,45,57,2.1066,0.01275,401.09,788.57,A,0,0,,Ambient,1,7690
007691,Electric Accumulators (Batteries) - Grade A - Retail Unit,CUS2555,741,Industrial,Electric Accumulators (Batteries),LTR,8,20,10.3822,0.02194,2035.04,2562.54,C,1,0,,Hazmat,1,7691
007692,Other Articles of Plastics - Refined - Retail Unit,CUS2721,459,Industrial,Other Articles of Plastics,PAL,29,37,8.899,0.02951,254.83,486.65,C,0,0,,Ambient,1,7692
007693,Medical Instruments and Appliances - Grade A - Retail Unit,CUS1533,841,Industrial,Medical Instruments and Appliances,EA,46,39,3.6703,0.01631,570.06,918.19,C,0,0,,Ambient,1,7693
007694,"Insecticides, Pesticides, Disinfectants - Retail Pack - Retail Unit",CUS0306,404,Chemical,"Insecticides, Pesticides, Disinfectants",CTN,24,70,32.0031,0.04583,199.48,242.4,B,1,0,,Hazmat,1,7694
007695,Uncoated Paper and Paperboard - Export Grade - Retail Unit,CUS2571,514,Industrial,Uncoated Paper and Paperboard,CTN,41,24,4.1043,0.01262,100.79,216.41,C,0,0,,Ambient,1,7695
007696,"Telephone Sets, Smartphones - Class 2 - Retail Unit",CUS2863,713,Consumer Goods,"Telephone Sets, Smartphones",KG,37,41,1.041,0.00409,185.52,240.52,B,0,0,,Ambient,1,7696
007697,"Insecticides, Pesticides, Disinfectants - Type II - Retail Unit",CUS1949,410,Chemical,"Insecticides, Pesticides, Disinfectants",EA,17,47,34.852,0.03989,149.06,233.01,A,1,0,,Hazmat,1,7697
007698,Palm Oil and Its Fractions - Carton Pack - Retail Unit,CUS2791,136,Chemical,Palm Oil and Its Fractions,EA,7,47,41.654,0.04416,270.07,497.25,C,0,0,,Bulk,1,7698
007699,Monitors and Projectors - Bulk - Retail Unit,CUS2516,723,Consumer Goods,Monitors and Projectors,LTR,43,66,6.1795,0.03612,1323.9,1863.15,C,0,0,,Ambient,1,7699
007700,Frozen Fish - Class 1 - Retail Unit,CUS2105,32,Perishable,Frozen Fish,PAL,24,64,9.3443,0.02699,200.3,296.93,C,0,1,546,Chilled,1,7700
007701,"Petroleum Oils, Refined - Class 2 - Retail Unit",CUS1341,233,Chemical,"Petroleum Oils, Refined",EA,44,77,31.1393,0.0351,856.92,1033.47,B,1,0,,Hazmat,1,7701
007702,"Telephone Sets, Smartphones - Carton Pack - Retail Unit",CUS0123,716,Consumer Goods,"Telephone Sets, Smartphones",PAL,23,47,9.6558,0.04045,427.74,1036.67,A,0,0,,Ambient,1,7702
007703,Other Floating Structures - Grade B - Retail Unit,CUS1540,822,Project Cargo,Other Floating Structures,LTR,35,57,2.4879,0.00397,14.0,32.32,B,0,0,,Ambient,1,7703
007704,"Petroleum Oils, Refined - Palletized - Retail Unit",CUS1844,237,Chemical,"Petroleum Oils, Refined",EA,34,36,9.0918,0.0118,146.04,359.93,C,1,0,,Hazmat,1,7704
007705,Parts and Accessories of Motor Vehicles - Type III - Retail Unit,CUS1503,791,Automotive,Parts and Accessories of Motor Vehicles,KG,36,53,4.7301,0.02475,60.97,133.45,C,0,0,,Ambient,1,7705
007706,Parts and Accessories of Motor Vehicles - Class 2 - Retail Unit,CUS2610,793,Automotive,Parts and Accessories of Motor Vehicles,EA,29,54,1.8858,0.00785,36.58,89.87,C,0,0,,Ambient,1,7706
007707,"Parts of Balloons, Aircraft or Spacecraft - Standard - Retail Unit",CUS0887,807,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",CTN,12,45,12.1062,0.0449,2479.78,3375.47,C,0,0,,Ambient,1,7707
007708,Other Furniture and Parts Thereof - Carton Pack - Retail Unit,CUS0345,876,Consumer Goods,Other Furniture and Parts Thereof,EA,22,36,8.1754,0.03743,309.33,720.96,C,0,0,,Ambient,1,7708
007709,Automatic Data Processing Machines - Type III - Retail Unit,CUS2984,671,Industrial,Automatic Data Processing Machines,KG,2,57,4.3628,0.02017,482.03,1123.54,B,0,0,,Bulk,1,7709
007710,Motor Cars and Other Motor Vehicles - Loose - Retail Unit,CUS2915,778,Automotive,Motor Cars and Other Motor Vehicles,CTN,19,25,11.5171,0.04035,1821.88,3724.52,A,0,0,,Ambient,1,7710
007711,Parts and Accessories of Motor Vehicles - Domestic Grade - Retail Unit,CUS0150,795,Automotive,Parts and Accessories of Motor Vehicles,EA,32,39,0.7193,0.00235,2.65,4.74,C,0,0,,Ambient,1,7711
007712,"Insecticides, Pesticides, Disinfectants - Palletized - Retail Unit",CUS2286,417,Chemical,"Insecticides, Pesticides, Disinfectants",PAL,11,38,13.5982,0.0174,159.01,336.17,C,1,0,,Hazmat,1,7712
007713,"Polymers of Ethylene, in Primary Forms - Type II - Retail Unit",CUS2458,430,Industrial,"Polymers of Ethylene, in Primary Forms",PAL,12,58,14.1332,0.02508,126.66,205.84,C,0,0,,Bulk,1,7713
007714,"Milk and Cream, Concentrated or Sweetened - Refined - Retail Unit",CUS2575,59,Perishable,"Milk and Cream, Concentrated or Sweetened",CTN,21,72,12.3896,0.02279,410.8,601.96,B,0,0,,Ambient,1,7714
007715,Electric Accumulators (Batteries) - Export Grade - Retail Unit,CUS2105,754,Industrial,Electric Accumulators (Batteries),EA,30,69,3.3082,0.00963,530.66,616.44,C,1,0,,Hazmat,1,7715
007716,Beer Made from Malt - Grade B - Retail Unit,CUS2716,202,Consumer Goods,Beer Made from Malt,CTN,12,44,46.169,0.04638,959.45,1362.74,B,0,0,,Ambient,1,7716
007717,Wine of Fresh Grapes - Standard - Retail Unit,CUS1539,187,Consumer Goods,Wine of Fresh Grapes,EA,19,49,28.5649,0.02785,713.52,1534.24,B,0,0,,Ambient,1,7717
007718,Automatic Data Processing Machines - Grade A - Retail Unit,CUS1502,661,Industrial,Automatic Data Processing Machines,PAL,6,69,7.8031,0.04017,645.49,1516.75,B,0,0,,Bulk,1,7718
007719,Footwear with Leather Uppers - Bulk - Retail Unit,CUS1980,563,Consumer Goods,Footwear with Leather Uppers,PAL,39,60,4.5742,0.0212,134.33,266.99,B,0,0,,Bulk,1,7719
007720,"Bananas, Fresh or Dried - Type I - Retail Unit",CUS1912,69,Perishable,"Bananas, Fresh or Dried",EA,16,37,2.9877,0.00935,97.23,128.67,B,0,1,31,Chilled,1,7720
007721,"Parts of Balloons, Aircraft or Spacecraft - Retail Pack - Retail Unit",CUS2790,804,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",PAL,18,38,6.5253,0.03182,1043.64,1413.78,C,0,0,,Ambient,1,7721
007722,Automatic Data Processing Machines - Export Grade - Retail Unit,CUS2742,674,Industrial,Automatic Data Processing Machines,CTN,23,75,0.6285,0.00332,119.65,229.92,A,0,0,,Ambient,1,7722
007723,"Citrus Fruit, Fresh or Dried - Palletized - Retail Unit",CUS0035,97,Perishable,"Citrus Fruit, Fresh or Dried",EA,32,64,10.8289,0.0257,22.3,39.75,C,0,1,,Frozen,1,7723
007724,Frozen Bovine Meat - Domestic Grade - Retail Unit,CUS2638,15,Perishable,Frozen Bovine Meat,CTN,43,71,14.5074,0.04937,207.67,310.11,C,0,1,703,Frozen,1,7724
007725,"Milk and Cream, Concentrated or Sweetened - Loose - Retail Unit",CUS2247,58,Perishable,"Milk and Cream, Concentrated or Sweetened",KG,38,37,7.4234,0.01258,16.16,19.85,B,0,0,,Bulk,1,7725
007726,"T-Shirts, Singlets, Knitted - Retail Pack - Retail Unit",CUS0082,524,Consumer Goods,"T-Shirts, Singlets, Knitted",EA,30,66,3.4749,0.02655,27.67,58.63,C,0,0,,Ambient,1,7726
007727,Medical Instruments and Appliances - Refined - Retail Unit,CUS2648,859,Industrial,Medical Instruments and Appliances,EA,30,54,6.8529,0.03335,1145.71,1571.04,A,0,0,,Ambient,1,7727
007728,"Petroleum Oils, Refined - Export Grade - Retail Unit",CUS0023,234,Chemical,"Petroleum Oils, Refined",CTN,31,79,7.8721,0.0086,159.86,242.15,C,1,0,,Hazmat,1,7728
007729,Wine of Fresh Grapes - Type I - Retail Unit,CUS2265,189,Consumer Goods,Wine of Fresh Grapes,CTN,23,21,32.6692,0.0323,1177.31,1828.8,B,0,0,,Ambient,1,7729
007730,Other Floating Structures - Palletized - Retail Unit,CUS2599,837,Project Cargo,Other Floating Structures,CTN,15,46,15.5007,0.03685,414.28,638.38,C,0,0,,Ambient,1,7730
007731,Soap and Organic Surface-Active Products - Industrial Grade - Retail Unit,CUS1036,365,Consumer Goods,Soap and Organic Surface-Active Products,CTN,17,44,4.0905,0.00781,35.29,51.47,B,0,0,,Ambient,1,7731
007732,Structures and Parts of Iron/Steel - Type II - Retail Unit,CUS0913,610,Industrial,Structures and Parts of Iron/Steel,CTN,4,22,14.3321,0.01568,59.66,75.84,C,0,0,,Ambient,1,7732
007733,"Medicaments, Mixed or Unmixed - Loose - Retail Unit",CUS0552,318,Chemical,"Medicaments, Mixed or Unmixed",CTN,8,65,9.2664,0.01696,1549.14,3462.22,C,0,1,252,Chilled,0,7733
007734,"Citrus Fruit, Fresh or Dried - Refined - Retail Unit",CUS2774,99,Perishable,"Citrus Fruit, Fresh or Dried",LTR,47,56,16.0376,0.03766,251.78,419.75,C,0,1,145,Chilled,1,7734
007735,"Telephone Sets, Smartphones - Grade A - Retail Unit",CUS2125,701,Consumer Goods,"Telephone Sets, Smartphones",CTN,22,39,6.7639,0.04335,106.18,154.57,C,0,0,,Ambient,1,7735
007736,"Hydrogen, Rare Gases and Other Non-Metals - Type I - Retail Unit",CUS0758,269,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",CTN,6,55,1.649,0.02626,55.26,84.42,C,1,0,,Hazmat,1,7736
007737,Frozen Bovine Meat - Domestic Grade - Retail Unit,CUS3181,15,Perishable,Frozen Bovine Meat,EA,10,65,8.0663,0.02818,48.34,110.23,A,0,0,,Ambient,1,7737
007738,Electric Accumulators (Batteries) - Grade B - Retail Unit,CUS2958,742,Industrial,Electric Accumulators (Batteries),EA,42,32,16.875,0.03401,2055.45,2943.48,C,1,0,,Hazmat,1,7738
007739,"Taps, Cocks, Valves and Similar Appliances - Palletized - Retail Unit",CUS0410,697,Industrial,"Taps, Cocks, Valves and Similar Appliances",EA,36,51,11.0742,0.02787,327.35,582.39,C,0,0,,Bulk,0,7739
007740,Medical Instruments and Appliances - Bulk - Retail Unit,CUS0707,843,Industrial,Medical Instruments and Appliances,EA,14,44,3.8692,0.01807,229.05,366.0,C,0,0,,Ambient,1,7740
007741,"Ethers, Alcohols, Peroxides - Carton Pack - Retail Unit",CUS2366,296,Chemical,"Ethers, Alcohols, Peroxides",EA,4,24,5.2493,0.00641,182.45,261.27,C,1,0,,Hazmat,1,7741
007742,Parts and Accessories of Motor Vehicles - Premium - Retail Unit,CUS1572,786,Automotive,Parts and Accessories of Motor Vehicles,LTR,10,52,2.7704,0.01069,97.49,200.38,C,0,0,,Ambient,1,7742
007743,"Petroleum Oils, Refined - Premium - Retail Unit",CUS2770,226,Chemical,"Petroleum Oils, Refined",CTN,25,50,37.2384,0.04015,335.27,757.08,C,1,0,,Hazmat,1,7743
